rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
17737	ZCCHC10	zinc finger, CCHC domain containing 10	149667	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17738	ZCCHC12	zinc finger, CCHC domain containing 12	343279	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17739	ZCCHC2	zinc finger, CCHC domain containing 2	650559	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17740	ZCCHC24	zinc finger, CCHC domain containing 24	136695	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17741	ZCCHC3	zinc finger, CCHC domain containing 3	202297	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17742	ZCCHC4	zinc finger, CCHC domain containing 4	448474	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17743	ZCCHC7	zinc finger, CCHC domain containing 7	469841	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17744	ZCCHC8	zinc finger, CCHC domain containing 8	523399	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17745	ZCCHC9	zinc finger, CCHC domain containing 9	236588	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17746	ZCRB1	zinc finger CCHC-type and RNA binding motif 1	192200	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17747	ZCWPW2	zinc finger, CW type with PWWP domain 2	308244	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17748	ZDHHC12	zinc finger, DHHC-type containing 12	153330	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17749	ZDHHC13	zinc finger, DHHC-type containing 13	440765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17750	ZDHHC14	zinc finger, DHHC-type containing 14	363719	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17751	ZDHHC15	zinc finger, DHHC-type containing 15	312479	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17752	ZDHHC16	zinc finger, DHHC-type containing 16	329922	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17753	ZDHHC17	zinc finger, DHHC-type containing 17	456354	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17754	ZDHHC18	zinc finger, DHHC-type containing 18	243355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17755	ZDHHC19	zinc finger, DHHC-type containing 19	234893	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17756	ZDHHC2	zinc finger, DHHC-type containing 2	256218	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17757	ZDHHC20	zinc finger, DHHC-type containing 20	201131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17758	ZDHHC21	zinc finger, DHHC-type containing 21	229715	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17759	ZDHHC22	zinc finger, DHHC-type containing 22	141692	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17760	ZDHHC23	zinc finger, DHHC-type containing 23	351534	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17761	ZDHHC24	zinc finger, DHHC-type containing 24	161568	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17762	ZDHHC3	zinc finger, DHHC-type containing 3	286374	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17763	ZDHHC5	zinc finger, DHHC-type containing 5	612852	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17764	ZDHHC6	zinc finger, DHHC-type containing 6	344696	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17765	ZDHHC7	zinc finger, DHHC-type containing 7	269111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17766	ZDHHC8	zinc finger, DHHC-type containing 8	605554	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17767	ZDHHC9	zinc finger, DHHC-type containing 9	320058	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17768	ZEB1	zinc finger E-box binding homeobox 1	922094	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17769	ZEB2	zinc finger E-box binding homeobox 2	1041690	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17770	ZER1	zer-1 homolog (C. elegans)	624673	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17771	ZFAND2A	zinc finger, AN1-type domain 2A	128482	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17772	ZFAND5	zinc finger, AN1-type domain 5	187222	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17773	ZFAND6	zinc finger, AN1-type domain 6	182701	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17774	ZFP1	zinc finger protein 1 homolog (mouse)	349755	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17775	ZFP106	zinc finger protein 106 homolog (mouse)	1617710	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17776	ZFP112	zinc finger protein 112 homolog (mouse)	780436	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17777	ZFP14	zinc finger protein 14 homolog (mouse)	457894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17778	ZFP161	zinc finger protein 161 homolog (mouse)	384184	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17779	ZFP2	zinc finger protein 2 homolog (mouse)	393274	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17780	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)	279857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17781	ZFP36L2	zinc finger protein 36, C3H type-like 2	224962	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17782	ZFP37	zinc finger protein 37 homolog (mouse)	539832	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17783	ZFP41	zinc finger protein 41 homolog (mouse)	169799	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17784	ZFP57	zinc finger protein 57 homolog (mouse)	460441	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17785	ZFP91	zinc finger protein 91 homolog (mouse)	427038	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17786	ZFPL1	zinc finger protein-like 1	271890	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17787	ZFPM1	zinc finger protein, multitype 1	288613	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17788	ZFPM2	zinc finger protein, multitype 2	964004	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17789	ZFY	zinc finger protein, Y-linked	430147	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17790	ZFYVE1	zinc finger, FYVE domain containing 1	672970	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17791	ZFYVE19	zinc finger, FYVE domain containing 19	378919	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17792	ZFYVE21	zinc finger, FYVE domain containing 21	167210	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17793	ZFYVE27	zinc finger, FYVE domain containing 27	346747	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17794	ZFYVE28	zinc finger, FYVE domain containing 28	715002	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17795	ZG16B	zymogen granule protein 16 homolog B (rat)	175969	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17796	ZGLP1	zinc finger, GATA-like protein 1	194782	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17797	ZHX1	zinc fingers and homeoboxes 1	743158	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17798	ZHX3	zinc fingers and homeoboxes 3	814367	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17799	ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	250143	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17800	ZIC3	Zic family member 3 heterotaxy 1 (odd-paired homolog, Drosophila)	290940	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17801	ZIC5	Zic family member 5 (odd-paired homolog, Drosophila)	208516	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17802	ZIK1	zinc finger protein interacting with K protein 1 homolog (mouse)	416081	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17803	ZIM2	zinc finger, imprinted 2	451871	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17804	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	463271	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17805	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	719951	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17806	ZMAT1	zinc finger, matrin type 1	511861	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17807	ZMAT2	zinc finger, matrin type 2	176580	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17808	ZMAT3	zinc finger, matrin type 3	251775	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17809	ZMAT5	zinc finger, matrin type 5	138619	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17810	ZMPSTE24	zinc metallopeptidase (STE24 homolog, S. cerevisiae)	415436	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17811	ZMYM2	zinc finger, MYM-type 2	1094457	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17812	ZMYM6	zinc finger, MYM-type 6	813930	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17813	ZMYND10	zinc finger, MYND-type containing 10	377724	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17814	ZMYND11	zinc finger, MYND domain containing 11	525612	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17815	ZMYND12	zinc finger, MYND-type containing 12	319773	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17816	ZMYND15	zinc finger, MYND-type containing 15	527730	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17817	ZMYND17	zinc finger, MYND-type containing 17	398149	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17818	ZMYND8	zinc finger, MYND-type containing 8	1019349	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17819	ZNF100	zinc finger protein 100	464859	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17820	ZNF114	zinc finger protein 114	358278	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17821	ZNF117	zinc finger protein 117	409798	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17822	ZNF121	zinc finger protein 121	334059	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17823	ZNF131	zinc finger protein 131	508726	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17824	ZNF132	zinc finger protein 132	584771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17825	ZNF133	zinc finger protein 133	558378	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17826	ZNF134	zinc finger protein 134	363568	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17827	ZNF138	zinc finger protein 138	275382	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17828	ZNF14	zinc finger protein 14	550416	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17829	ZNF140	zinc finger protein 140	208273	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17830	ZNF141	zinc finger protein 141	407710	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17831	ZNF143	zinc finger protein 143	555167	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17832	ZNF146	zinc finger protein 146	249888	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17833	ZNF154	zinc finger protein 154	364897	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17834	ZNF16	zinc finger protein 16	582131	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17835	ZNF160	zinc finger protein 160	699859	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17836	ZNF167	zinc finger protein 167	623281	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17837	ZNF169	zinc finger protein 169	516909	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17838	ZNF174	zinc finger protein 174	373560	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17839	ZNF175	zinc finger protein 175	608849	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17840	ZNF177	zinc finger protein 177	324471	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17841	ZNF18	zinc finger protein 18	473209	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17842	ZNF184	zinc finger protein 184	644073	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17843	ZNF185	zinc finger protein 185 (LIM domain)	432293	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17844	ZNF187	zinc finger protein 187	330527	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17845	ZNF189	zinc finger protein 189	532347	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17846	ZNF19	zinc finger protein 19	392517	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17847	ZNF192	zinc finger protein 192	497219	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17848	ZNF193	zinc finger protein 193	338742	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17849	ZNF2	zinc finger protein 2	366627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17850	ZNF20	zinc finger protein 20	456205	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17851	ZNF200	zinc finger protein 200	340730	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17852	ZNF205	zinc finger protein 205	457746	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17853	ZNF211	zinc finger protein 211	488794	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17854	ZNF212	zinc finger protein 212	419132	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17855	ZNF213	zinc finger protein 213	378307	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17856	ZNF214	zinc finger protein 214	516655	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17857	ZNF217	zinc finger protein 217	895104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17858	ZNF219	zinc finger protein 219	282288	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17859	ZNF22	zinc finger protein 22 (KOX 15)	192145	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17860	ZNF221	zinc finger protein 221	529178	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17861	ZNF222	zinc finger protein 222	414206	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17862	ZNF223	zinc finger protein 223	414508	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17863	ZNF224	zinc finger protein 224	605618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17864	ZNF225	zinc finger protein 225	602741	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17865	ZNF226	zinc finger protein 226	694550	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17866	ZNF227	zinc finger protein 227	683726	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17867	ZNF230	zinc finger protein 230	407034	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17868	ZNF232	zinc finger protein 232	382333	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17869	ZNF238	zinc finger protein 238	453931	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17870	ZNF24	zinc finger protein 24	316675	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17871	ZNF25	zinc finger protein 25	393643	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17872	ZNF251	zinc finger protein 251	552341	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17873	ZNF253	zinc finger protein 253	428570	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17874	ZNF254	zinc finger protein 254	558484	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17875	ZNF256	zinc finger protein 256	526094	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17876	ZNF259	zinc finger protein 259	357249	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17877	ZNF260	zinc finger protein 260	351769	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17878	ZNF264	zinc finger protein 264	533642	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17879	ZNF266	zinc finger protein 266	471477	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17880	ZNF267	zinc finger protein 267	635079	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17881	ZNF273	zinc finger protein 273	487796	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17882	ZNF276	zinc finger protein 276	471988	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17883	ZNF277	zinc finger protein 277	396448	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17884	ZNF281	zinc finger protein 281	656191	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17885	ZNF286A	zinc finger protein 286A	435458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17886	ZNF295	zinc finger protein 295	907010	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17887	ZNF30	zinc finger protein 30	522799	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17888	ZNF300	zinc finger protein 300	524168	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17889	ZNF304	zinc finger protein 304	563735	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17890	ZNF311	zinc finger protein 311	572683	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17891	ZNF32	zinc finger protein 32	234685	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17892	ZNF321	zinc finger protein 321	141217	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17893	ZNF322A	zinc finger protein 322A	261949	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17894	ZNF322B	zinc finger protein 322B	242649	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17895	ZNF323	zinc finger protein 323	348939	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17896	ZNF324B	zinc finger protein 324B	462269	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17897	ZNF326	zinc finger protein 326	501880	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17898	ZNF329	zinc finger protein 329	461290	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17899	ZNF331	zinc finger protein 331	397264	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17900	ZNF334	zinc finger protein 334	582506	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17901	ZNF33A	zinc finger protein 33A	693725	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17902	ZNF34	zinc finger protein 34	426435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17903	ZNF341	zinc finger protein 341	723365	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17904	ZNF343	zinc finger protein 343	513925	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17905	ZNF346	zinc finger protein 346	207324	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17906	ZNF35	zinc finger protein 35	451668	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17907	ZNF354A	zinc finger protein 354A	512716	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17908	ZNF354B	zinc finger protein 354B	516381	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17909	ZNF367	zinc finger protein 367	193218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17910	ZNF382	zinc finger protein 382	471195	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17911	ZNF383	zinc finger protein 383	408650	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17912	ZNF384	zinc finger protein 384	497092	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17913	ZNF385A	zinc finger protein 385A	225036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17914	ZNF385B	zinc finger protein 385B	407112	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17915	ZNF391	zinc finger protein 391	305915	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17916	ZNF394	zinc finger protein 394	480534	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17917	ZNF396	zinc finger protein 396	288094	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17918	ZNF397	zinc finger protein 397	258661	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17919	ZNF397OS	zinc finger protein 397 opposite strand	423651	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17920	ZNF398	zinc finger protein 398	544749	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17921	ZNF404	zinc finger protein 404	453367	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17922	ZNF408	zinc finger protein 408	622538	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17923	ZNF414	zinc finger protein 414	116134	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
17924	ZNF415	zinc finger protein 415	475468	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
